ID,BLOCK,X,Y
52889,462501271168,-0.349896,39.4820228
52889,462501271168,-0.3499571,39.4819711
52889,462501271168,-0.350022,39.4819122
52889,462501271168,-0.3500728,39.4818615
52889,462501271168,-0.3501164,39.4818174
52889,462501271168,-0.3501355,39.4817971
52889,462501271168,-0.3501497,39.481782
52889,462501271168,-0.3502027,39.4817193
52889,462501271168,-0.3502042,39.4817173
52889,462501271168,-0.3502101,39.4817069
52889,462501271168,-0.3502137,39.4816959
52889,462501271168,-0.3502151,39.4816847
52889,462501271168,-0.3502141,39.4816734
52889,462501271168,-0.3502113,39.4816634
52889,462501271168,-0.3502108,39.4816623
52889,462501271168,-0.3502054,39.4816518
52889,462501271168,-0.3501978,39.4816421
52889,462501271168,-0.3501884,39.4816335
52889,462501271168,-0.3501773,39.4816261
52889,462501271168,-0.3501648,39.4816202
52889,462501271168,-0.3501823,39.481584
52889,462501271168,-0.3501846,39.4815793
52889,462501271168,-0.3497937,39.4814663
52889,462501271168,-0.3490228,39.481244
52889,462501271168,-0.348168,39.4809978
52889,462501271168,-0.3479143,39.4809247
52889,462501271168,-0.347898,39.48092
52889,462501271168,-0.3478973,39.4809197
52889,462501271168,-0.3479151,39.4808827
52889,462501271168,-0.3479157,39.4808815
52889,462501271168,-0.3477474,39.4808328
52889,462501271168,-0.347729,39.4808711
52889,462501271168,-0.3477262,39.4808703
52889,462501271168,-0.3477134,39.4808666
52889,462501271168,-0.3471744,39.4807111
52889,462501271168,-0.3468959,39.4806305
52889,462501271168,-0.3467254,39.4805802
52889,462501271168,-0.3460041,39.4803732
52889,462501271168,-0.3441067,39.4798207
52889,462501271168,-0.3431914,39.4795573
52889,462501271168,-0.3430604,39.4795196
52889,462501271168,-0.3430328,39.4795117
52889,462501271168,-0.343031,39.4795112
52889,462501271168,-0.3430364,39.4795001
52889,462501271168,-0.3430434,39.4794858
52889,462501271168,-0.342524,39.4793338
52889,462501271168,-0.3422227,39.4792456
52889,462501271168,-0.3421972,39.4792979
52889,462501271168,-0.3420517,39.4792564
52889,462501271168,-0.3418573,39.4792007
52889,462501271168,-0.3418169,39.4791874
52889,462501271168,-0.3418151,39.4791869
52889,462501271168,-0.3418207,39.4791756
52889,462501271168,-0.341822,39.479173
52889,462501271168,-0.3415184,39.4790856
52889,462501271168,-0.3412341,39.4790038
52889,462501271168,-0.3409175,39.4789127
52889,462501271168,-0.3408413,39.4788908
52889,462501271168,-0.3407619,39.478868
52889,462501271168,-0.3405359,39.4788029
52889,462501271168,-0.3402967,39.4787341
52889,462501271168,-0.3402954,39.4787367
